Address	Original Data	Edited Data
0x1623C0	Vantage Master PORTABLEのシステムデータを 保存するには空き容量が１２８ＫＢ以上必要です。	At least 128 KB of free space is needed to save the Vantage Master Portable system data.
0x16241C	新規作成に失敗しました。 破損したシステムデータを削除する必要があります。	Failed to create new data. You must delete the corrupted system data.
0x162468	Vantage Master PORTABLEのＵＭＤtmが挿入されていません。	The UMD for Vantage Master Portable is not inserted.
0x1624A0	アクセス中にエラーが発生したため、 システムデータの作成に失敗しました。	Error occurred during access, so the system data was not created.
0x1624E8	スリープモードに切り替わったため、 システムデータの作成に失敗しました。	The system failed to create data because it went into sleep mode.
0x162530	このメモリースティックtmは書き込み保護されています。	This Memory StickTM is write-protected.
0x162568	未知のエラーが発生しました。	An unknown error has occurred.
0x162588	システムデータの作成が完了しました。	System data has been created.
0x1625B0	Vantage Master PORTABLEのシステムデータを 作成するには空き容量が１２８ＫＢ以上必要です。	Creating system data for Vantage Master Portable requires at least 128 KB of free space.
0x16260C	システムデータが壊れているため、 戦歴とカスタマイズ設定が失われました。	The system data is corrupted. Battle history and settings were lost.
0x162654	アクセス中にエラーが発生したため、 システムデータのロードに失敗しました。	An error occurred accessing data, unable to load the system data.
0x1626A0	スリープモードに切り替わったため、 システムデータのロードに失敗しました。	Unable to load data, as the system went into sleep mode.
0x16275C	システムデータをチェックしています。 メモリースティックtmを抜かないで下さい。	Checking for System Data. Do not remove the Memory StickTM.
0x1627AC	システムデータを新規作成しています。 メモリースティックtmを抜かないで下さい。	Creating system data. Do not remove the Memory StickTM until done.
0x1629A0	あなたは攻撃力、防御力、素早さに優れます。 やや魔力が低く魔法防御に欠けますが、 マスターとしての素質は十分です。	You excel at attacking and defending at high speeds, yet you lack magical prowess. You possess great potential.
0x162A14	あなたには魔力と素早さがあります。 やや魔法防御や移動力に欠けますが、 マスターとしての素質は十分です。	You excel at magical attacks and speed, yet you lack magic resistance. You possess great potential.
0x162A7C	あなたには攻撃力と魔力があります。 防御力が低いという欠点はありますが、 マスターとしての素質は十分です。	You excel at attacking and using magic, yet your defense is quite low. You possess great potential.
0x162AE8	あなたは高い攻撃力と防御力、魔法防御を 持っています。魔力と素早さに欠けますが、 マスターとしての素質は十分です。	You excel at attacking and defending, yet you lack speed and have weak magic. You possess great potential.
0x162B5C	あなたは攻撃力、防御力、魔力に優れます。 遅いという欠点はありますが、 マスターとしての素質は十分です。	You excel at attacking, defending, and magic, yet your speed is quite low. You possess great potential.
0x162BC4	あなたは素早さと移動力、遠距離攻撃を 持っています。魔法防御力には欠けますが マスターとしての素質は十分です。	You excel at ranged attacks, speed, and movement, yet suffer from low defenses. You possess great potential.
0x162C34	あなたは特に秀でた能力はありませんが、 弱点もありません。その弓は役立つでしょう。 マスターとしての素質は十分です。	You excel at nothing, being one with balanced traits. That bow makes you quite deadly. You possess great potential.
0x162CA8	あなたは攻撃力、防御力、素早さ、移動力に 優れています。魔力は劣っていますが マスターとしての素質は十分です。	You excel at attacking, defending, and can move quickly, yet your magic is weak. You possess great potential.
0x162D18	あなたは素早さや移動力に優れています。 防御力や魔力は劣っていますが マスターとしての素質は十分です。	You excel at movement and speed, yet your defenses and magic are lacking. You possess great potential.
0x162D80	あなたは魔力に長けています。 防御力、魔法防御に欠けますが マスターとしての素質は十分です。	You excel at magical attacks, yet you lack proper defenses. You possess great potential.
0x162DDC	あなたは魔力、魔法防御に優れます。 素早さに劣るという欠点はありますが マスターとしての素質は十分です。	You excel at all magic and defending, yet you have weak attack and speed. You possess great potential.
0x162E44	あなたは高い魔力に恵まれています。 低い素早さや防御力、移動力が欠点ですが マスターとしての素質は十分です。	You excel at magic, yet your low defense, speed, and movement is dangerous. You possess great potential.
0x162EB0	あなたは魔力に優れています。 防御力、素早さは低めですが、 マスターとしての素質は十分です。	You excel at magic, yet you have low defense and speed. You possess great potential.
0x162F0C	あなたはバランスの取れた能力を持って います。特に欠点となる点はありません。 マスターとしての素質は十分です。	You don't excel at much, having balanced abilities with good attack and defense. You possess great potential.
0x162F7C	あなたは魔力、移動力に優れます。 欠点は低い防御力ですが、 マスターとしての素質は十分です。	You excel at magic and movement, yet you have low defenses. You possess great potential.
0x162FD8	あなたは攻撃力、魔力と移動力に優れます。 魔法防御が低いことが欠点ですが マスターとしての素質は十分です。	You excel at attacking, movement, and magic, yet you lack resistance to magic. You possess great potential.
0x163044	あなたは魔力と魔法防御に優れています。 防御力が低いことが欠点ですが、 マスターとしての素質は十分です。	You excel at magical attack and resistance, yet you lack defense. You possess great potential.
0x1630AC	あなたは魔法防御と素早さがあります。 攻撃力や防御力には欠けますが マスターとしての素質は十分です。	You excel at speed and resisting magic, yet you are weak physically. You possess great potential.
0x163110	あなたは攻撃力と素早さに優れます。 やや魔力が低いという欠点はありますが、 マスターとしての素質は十分です。	You excel at fighting at high speeds, yet you struggle with offensive magic. You possess great potential.
0x16317C	あなたは高い魔力と素早さを持っています。 やや防御力に欠けていますが、 マスターとしての素質は十分です。	You excel at magic and fast movement, yet your defense could be better. You possess great potential.
0x1631E4	あなたは高い魔力と遠距離攻撃を持ちます。 防御力が低めで素早さに欠けますが、 マスターとしての素質は十分でしょう。	You excel at magic and long-range attacks, yet your defense and speed are lacking. You possess great potential.
0x163258	あなたは非常に高い魔力と魔法防御を 持っています。物理面は見劣りしますが、 マスターとしての素質は十分です。	You excel at magical attack and resistance, yet you are weak physically. You possess great potential.
0x1632C4	あなたは平均的な能力を持っています。 防御力は劣りますが、その導力砲は役立つ でしょう。マスターとしての素質は十分です。	You excel at ranged attacks with your cannon, yet your defense could be better. You possess great potential.
0x16333C	あなたは非常に高い攻撃力・防御力を 持っています。やや魔力に欠けますが、 マスターとしての素質は十分です。	You excel at attacking, defending, and moving, yet your magic is quite weak. You possess great potential.
0x1633A8	あなたは最強の魔力と、全体的に高い 能力を持ちます。防御力は欠けますが、 マスターとしての素質は十分です。	You excel at magical attacks with overall high stats, yet you lack defense. You possess great potential.
0x163414	あなたは全体的に高めの能力を持って います。安定した戦い方ができるでしょう。 マスターとしての素質は十分です。	You excel at movement with well-rounded abilities. You should be fine in a fight. You possess great potential.
0x163484	あなたは全てにおいて、 非常に高い能力を持っています。 マスターとしての素質は十分でしょう。	You excel at everything, even I would not want to fight you. You possess great potential.
0x1634E4	あなたは非常に高い攻撃・防御・素早さを 持っています。魔力に欠けますが、 マスターとしての素質は十分です。	You excel at attacking, defending, and speed, yet your magical attack is weak. You possess great potential.
0x163550	あなたは力と無の狭間にたゆたう夢。 ファイターとしてこの世界に導かれました。	As a soul between power and emptiness, you came to this world as a Fighter.
0x16359C	あなたは夢の実現に注がれる力。 デュークとしてこの世界に導かれました。	As the power to make dreams reality, you came to this world as a Duke.
0x1635E4	あなたは運命の中の無限の力。 ソードマンとしてこの世界に導かれました。	As the endless power of destiny, you came to this world as a Swordsman.
0x16362C	あなたは力ある信頼と夢。 ナイトとしてこの世界に導かれました。	As the might of loyalty, you came to this world as a Knight.
0x16366C	あなたはこの世に希望をもたらす者。 パラディンとしてこの世界に導かれました。	As the bringer of hope to this realm, you came to this world as a Paladin.
0x1636B8	あなたは闇の中に息づく運命。 シャドウとしてこの世界に導かれました。	As the destined from darkness, you came to this world as a Shadow.
0x1636FC	あなたは夢と理想を追う希望。 レンジャーとしてこの世界に導かれました。	As the pursuer of hope and ideals, you came to this world as a Ranger.
0x163744	あなたは運命に立ち向かう存在。 サベージとしてこの世界に導かれました。	As the one who defies fate, you came to this world as a Savage.
0x16378C	あなたは夢と宿業の狭間に揺れる朧。 シーフとしてこの世界に導かれました。	As the clouds drifting by destiny, you came to this world as a Thief.
0x1637D4	あなたは美と夢を奏でる虚空。 バードとしてこの世界に導かれました。	As a poet of beautiful tales, You came to this world as a Bard.
0x163818	あなたはこの世の闇を照らす光。 シスターとしてこの世界に導かれました。	As the light piercing the darkness, you came to this world as a Sister.
0x163860	あなたは真実を追究する宿業。 ソーサラーとしてこの世界に導かれました。	As one guided to seek the truth, you came to this world as a Sorcerer.
0x1638A8	あなたは信頼の美しさがもたらす夢。 ウィッチとしてこの世界に導かれました。	As the dream born from a beauty's faith, you came to this world as a Witch.
0x1638F4	あなたは果てしない信仰の中の無。 モンクとしてこの世界に導かれました。	As a being of boundless devotion, you came to this world as a Monk.
0x16393C	あなたは存在を信じる夢。 スピリットとしてこの世界に導かれました。	As a dream seeking existence, you came to this world as a Spirit.
0x163980	あなたは幻夢を知らしめる力。 ビーストとしてこの世界に導かれました。	As the one to shatter illusions, you came to this world as a Beast.
0x1639C4	あなたは闇を指し示す無。 ナイトメアとしてこの世界に導かれました。	As the void of darkness, you came to this world as a Nightmare.
0x163A08	あなたは光の中の夢。 フロイラインとしてこの世界に導かれました。	As a vision of the light, you came to this world as a Fraulein.
0x163A48	あなたは人々に勇気をもたらす光。 ロッドマスターとしてこの世界に導かれました。	As the light that brings courage, you came to this world as a Rod Master.
0x163A98	あなたは世の闇を砕かんとする牙。 ストライダーとしてこの世界に導かれました。	As the fangs that shatter darkness, you came to this world as a Strider.
0x163AE4	あなたは美を追求する幻。 プレイボーイとしてこの世界に導かれました。	As a phantom pursuing beauty, you came to this world as a Playboy.
0x163B28	あなたは力と信頼を知る運命。 プリンセスとしてこの世界に導かれました。	As one with both might and trust, you came to this world as a Princess.
0x163B70	あなたは果てしない夢を追う者。 テクノクラートとしてこの世界に導かれました。	As one who pursues endless dreams, you came to this world as a Technocrat.
0x163BBC	あなたは希望を力とする存在。 ヘヴィエッジとしてこの世界に導かれました。	As one who uses hope to fight, you came to this world as a Heavy-Edge.
0x163C04	あなたは光と闇の狭間にある虚無。 ジーニアスとしてこの世界に導かれました。	As nothingness between light and dark, you came to this world as a Genius.
0x163C50	あなたは夢と運命を見据える朧。 クインビュートとしてこの世界に導かれました。	As one who foresees the future, you came to this world as a Queen-Bute.
0x163C9C	あなたは世に真実を問う修羅。 ダークナイトとしてこの世界に導かれました。	As a warrior who seeks truth, you came to this world as a Dark Knight.
0x163CE8	あなたは無の中の光を知る者。 グラップラーとしてこの世界に導かれました。	As a seeker of light in darkness, you came to this world as a Grappler.
0x163D30	あなたが選んだのは Shine のカード。 光、明るさ、正義を意味します。	The card you chose is Shine. It signifies clarity, justice.
0x163D74	あなたが選んだのは Twilight のカード。 薄明かり、不安、中立を意味します。	The card you chose is Twilight. It signifies uncertainty, neutrality.
0x163DC0	あなたが選んだのは Shade のカード。 影、闇、邪なものを意味します。	The card you chose is Shade. It signifies shadow, darkness, evil.
0x163E04	あなたが選んだのは Sacred Book のカード。 信仰、敬虔な心、安らぎを表わします。	The card you chose is Sacred Book. It signifies faith, devotion, peace.
0x163E54	あなたが選んだのは Emblem のカード。 名誉、力、忠誠、戦闘を意味します。	The card you chose is Emblem. It signifies honor, power, loyalty.
0x163E9C	あなたが選んだのは Fair のカード。 美、名声、執着心を意味します。	The card you chose is Fair. It signifies beauty, fame, obsession.
0x163EE0	あなたが選んだのは Dream のカード。 幻想、架空を意味します。	The card you chose is Dream. It signifies fantasy, imagination.
0x163F20	あなたが選んだのは Karma のカード。 現実、運命を意味します。	The card you chose is Karma. It signifies reality, destiny.
0x163F60	あなたが選んだのは Trust のカード。 信頼、人間関係、思い遣りを意味します。	The card you chose is Trust. It signifies faith, relationships, empathy.
0x163FAC	あなたが選んだのは Vacant のカード。 無、空虚を意味します。	The card you chose is Vacant. It signifies nothingness.
0x163FE8	あなたが選んだのは Ego のカード。 自我、自己顕示を意味します。	The card you chose is Ego. It signifies self and individuality.
0x164028	私は《紫のメルレット》。 ネイティアルマスターと呼ばれる存在です。	Greetings, I am Merlet. I am known as a Natial Master.
0x16406C	……さて、先ほどの 質問の答えは決まりましたか？	...Now then, do you know what it is you desire?
0x16409C	そう、強くなりたい、というのですね。 あなたのその望み、 お受けいたしましょう。	Yes, you wish to become stronger, I see. Your desire... I shall grant it.
0x1640EC	まず、 あなたの事をお聞かせください。	First, tell me about yourself.
0x164114	あなたの事は、大体分かりました。	I see, so that's who you truly are.
0x164138	（マスターの説明）	
0x16414C	それでは基本となる、 ４種のネイティアルを あなたに授けましょう。	Now then, let me bestow upon you four Natials, one of each element.
0x164190	さあ、参りましょうか。 強くなるために。	Well then, let's begin. For your wish.
0x1641B8	さらなる強さを求め、 あなたはここへ来たのですね。 	In search of greater strength, you have come here. 
0x1641EC	あなたのその望み、 お受けいたしましょう。	I shall aid you in fulfilling this wish.
0x164218	あなたの事は、大体わかりました。	I see, so that's who you truly are
0x16423C	２４種のネイティアルと、 ６つの魔法。 それら全てをあなたに託します。	Now then, I shall bestow upon you the 24 Natials and 6 magical spells.
0x164284	それでは参りましょう。 大いなる戦いの場に。	Your greatest challenge awaits. Good luck.
0x1642B0	【傀儡の独楽】を手に入れた。 操り人形の形をしたコマ。	You obtained the Puppet Top. A marionette-shaped top.
0x1642E8	絶妙な均衡を保ちながら回転する様は、 見る者に安らぎを与える。 地のネイティアル、パ・ランセルを召喚できる。	It rotates with beautiful balance, bringing peace to those that look at it. It lets you summon Pa-Rancell.
0x164354	【瓶入りの船】を手に入れた。 いかにして入れたのかは不明だが、 精巧な船の模型が入っている小瓶の置物。	You obtained the Bottled Ship. A small bottle with an exquisitely crafted ship model inside of it.
0x1643BC	どのように置いても中の小さな船は沈むことなく、 常に安定して浮いているという。 水のネイティアル、レキューを召喚できる。	How it got inside is unknown, but it never sinks or rocks no matter how it is placed. It lets you summon Requ.
0x164434	【赤銅の大槌】を手に入れた。 神話の時代に鍛えられたと言われる赤銅の大槌。	You obtained the Great Mallet. A copper hammer forged in the age of myth.
0x164480	鍛冶の神の力が込められており、 振るうと鉄をも熔かす高熱を発するという。 火のネイティアル、ヘピタスを召喚できる。	Imbued with the god of smithing's might, swinging it creates heat that can melt iron. It lets you summon Hepetus.
0x1644F4	【榊木の笏杖】を手に入れた。 神事を行う時に用いる杖。	You obtained the Sakaki Staff. A sacred ritual relic.
0x16452C	本来は魔を払うために使われていたもので、 振るうと天の使いが現れるといわれている。 天のネイティアル、ギュネ・フォスを召喚できる。	Originally used to ward off evil spirits, legend says its use calls forth a celestial spirit. It lets you summon Guene-Foss.
0x1645F4	クラスを選択してください。	Select your Master class.
0x1646BC	このマスターでよろしいですか？	Continue with this Master class?
0x164CCC	を召喚	Natial
0x164CD4	を使える	 Spell
0x164D04	戦闘を開始します。よろしいですか？	Are you ready to begin the battle?
0x164D28	対戦相手の準備が完了するまでしばらくお待ちください。	Please wait while your opponent gets ready.
0x164D60	戦歴に評価されない戦闘です。よろしいですか？	This won't count for battle history. Continue?
0x165F28	歩	W1
0x165F2C	歩(泳)	W2
0x165F34	泳	S1
0x165F38	泳(歩)	S2
0x165F40	飛	Fly
0x165F44	通常	Normal
0x165F4C	昼型	Day
0x165F54	夜型	Night
0x165F5C	無	N/A
0x165F60	地	Ert
0x165F64	水	Wtr
0x165F68	火	Fir
0x165F6C	天	Hvn
0x165F70	攻撃魔法	Offensive
0x165F7C	回復魔法	Healing
0x165F88	支援魔法	Support
0x165F94	隣接	Nearby
0x165F9C	仰角 大	Angle H
0x165FA4	仰角 中	Angle M
0x165FAC	仰角 小	Angle L
0x165FB4	直線	Direct
0x165FBC	発生	Genesis
0x165FC4	目標	Target
0x165FCC	目標＋周囲 １	Target+AoE 1
0x165FDC	目標＋周囲 ２	Target+AoE 2
0x165FEC	周囲 １	Ring 1
0x165FF4	周囲 ２	Ring 2
0x165FFC	全体	All
0x166004	属性	Element
0x16600C	特性	Type
0x166014	移動タイプ	Move Type
0x166038	召喚ＭＰ	Summon
0x166044	維持ＭＰ	 Maintain
0x166050	射程	RNG
0x166058	種類	Type
0x166060	範囲	Area
0x166068	消費ＭＰ	MP Cost
0x166074	無し	None
0x16607C	レベル	Level
0x166084	Ｌｖ１	Lv 1
0x16608C	Ｌｖ２	Lv 2
0x166094	Ｌｖ３	Lv 3
0x16609C	明るさ	 Time
0x1660A4	 明 	Day 
0x1660AC	薄明	Twil
0x1660B4	 暗 	Dark
0x1660BC	最大ＭＰ	Max MP
0x1660C8	所持ネイティアル無し	No Natial summons
0x1660D0	魔法リスト	Spell list
0x1660EC	ユニット情報	Unit Info
0x1660FC	所持魔法無し	No known spells
0x16610C	召喚リスト	Summon List
0x166118	レベル補正	Level Check
0x166124	明るさ補正	Time of Day
0x166138	記号	Icon
0x166140	ひらがな	Hiragana
0x16614C	カタカナ	Katakana
0x166158	英数字	English
0x166160	決定	Select
0x166168	１文字戻る	Delete
0x166174	デフォルト	Default
0x166180	終了	Exit
0x1661A4	名前を入力してください。	Please enter your name.
0x1661C0	地のネイティアルを所持していません。	No obtained Earth Natials.
0x1661E8	水のネイティアルを所持していません。	No obtained Water Natials.
0x166210	火のネイティアルを所持していません。	No obtained Fire Natials.
0x166238	天のネイティアルを所持していません。	No obtained Heaven Natials.
0x1664FC	アップタイド	Uptide
0x16650C	ダウンタイド	Downtide
0x16651C	ヴァニッシュ	Vanish
0x16652C	ブレス	Bless
0x166534	メディック	Medic
0x166540	コンジュレート	Transmute
0x166550	旋風輪	Hurrica
0x166558	クイックドロウ	Quick Draw
0x166568	シルフェンウィップ	Sylphen Whip
0x16657C	オーバルカノン	Orbal Cannon
0x16658C	サンダー	Thunder
0x166598	インファーナル	Infernal
0x1665A8	リカバリー	Recovery
0x1665B4	キュア	Cure
0x1665BC	ヒール	Heal
0x1665C4	シルバリー	Silvery
0x1665D0	フリーズ	Freeze
0x1665DC	グレネイド	Grenade
0x1665E8	エクスプロージョン	Explosion
0x1665FC	メイルストローム	Maelstrom
0x166610	ブリッツ	Blitz
0x16661C	デストラクション	Destruction
0x166630	アイスバーン	Black Ice
0x166640	傀儡の独楽	Puppet Top
0x16664C	操り人形の形をしたコマ。 絶妙な均衡を保ちながら回転する様は、 見る者に安らぎを与える。 地のネイティアル、パ・ランセルを召喚できる。	A marionette-shaped spinning top. It rotates with beautiful balance, bringing peace. Use it to summon the Earth Natial, Pa-Rancell.
0x1666D0	静寂の埴輪	Mute Haniwa
0x1666DC	古墳時代に作られた、口の無い巨人像。 土と同化しており、本来の姿を保っているのは 永く地中に埋まっていたために 地脈の影響を受けたからといわれている。 地のネイティアル、ダ・カームを召喚できる。	A giant statue without a mouth, created in a bygone era. Its form has been maintained from it being buried, infusing it with the planet's energy. Use it to summon the Earth Natial, Da-Colm. 
0x16679C	勝利の鉢巻	Winner Band
0x1667A8	古のまじない師が魔力を込めた鉢巻。 これを身に付けると勝利を呼ぶと伝えられる。 しかしその魔力の反動により、 その勝利と同規模の不幸をも運ぶといわれている。 地のネイティアル、エ・フェリオンを召喚できる。	An ancient shaman's headband imbued with magic. It is said wearing it guarantees victory, but you will suffer misfortune equal in scale to your victory. Use it to summon the Earth Natial, Ae-Ferrion.
0x166874	神々の木像	Wood Statue
0x166880	異教の神を象った木像。 この神は魔神として畏怖の対象であったようだ。 複数の頭部を組み合わせた形状になっており、 手足はついていない。 地のネイティアル、ギア・ブロを召喚できる。	A wooden statue of a pagan deity. This god seems to have been revered as a fearsome demon. Its form has many heads, but no limbs. Use it to summon the Earth Natial, Gia-Bro. 
0x166930	祈願の達磨	Wish Daruma
0x16693C	東方でまじないに使用する小像。 祈願の際に祈りを込めて片眼を描き、 叶った時に残りの眼を描くと伝えられる。 地のネイティアル、ディ・アルマを召喚できる。	A statue for spells in the East. You paint one eye while praying for a wish,  then the other when granted. Use it to summon the Earth Natial, D-Arma.
0x1669D4	銀の三角錐	Shiny Prism
0x1669E0	磨きぬかれた銀で造られた三角錐状の置物。 銀は魔力が宿るといい、古来より珍重されてきた。 この置物の反射する光を浴びた者は、 銀のように固まってしまうといわれている。 地のネイティアル、バ・メードを召喚できる。	A triangular pyramid-shaped artifact made from polished silver. Treasured long ago for its magic potential. Those bathed in its light solidify, becoming silver. Use it to summon the Earth Natial, Ma-Gorb.  
0x166AB0	瓶入りの船	Bottled Ship
0x166ABC	いかにして入れたのかは不明だが、 精巧な船の模型が入っている小瓶の置物。 どのように置いても中の小さな船は沈むことなく、 常に安定して浮いているという。 水のネイティアル、レキューを召喚できる。	-Removed first letter due to Bottled Ship's string length (see note)- A small bottle with an exquisitely crafted ship model inside. How it got inside is unknown, but it never sinks or rocks no matter how it is placed. Use it to summon the Water Natial, Requ.  
